,fecha,Comarca,Número de casos total,Casos positivos de mujeres,Casos positivos de hombres,Número de defunciones total,Defunciones de mujeres,Defunciones de hombres,Defunciones no clasificadas
4801,09/05/2020,BARCELONES,67,1.0,0.0,5.0,0.0,1.0,0.0
4857,10/05/2020,SEGRIA,3,1.0,0.0,,,,
4852,10/05/2020,MARESME,3,0.0,1.0,1.0,1.0,0.0,0.0
4853,10/05/2020,MARESME,3,0.0,1.0,1.0,0.0,1.0,0.0
4854,10/05/2020,MOIANÈS,1,1.0,0.0,,,,
4855,10/05/2020,PALLARS SOBIRA,1,0.0,1.0,,,,
4856,10/05/2020,RIBERA D'EBRE,1,1.0,0.0,,,,
4858,10/05/2020,SEGRIA,2,0.0,1.0,,,,
4862,10/05/2020,VALLES OCCIDENTAL,5,1.0,0.0,5.0,0.0,1.0,0.0
4860,10/05/2020,VALL D'ARAN,1,0.0,1.0,,,,
4861,10/05/2020,VALLES OCCIDENTAL,5,1.0,0.0,4.0,1.0,0.0,0.0
4863,10/05/2020,VALLES OCCIDENTAL,4,0.0,1.0,4.0,1.0,0.0,0.0
4864,10/05/2020,VALLES OCCIDENTAL,4,0.0,1.0,5.0,0.0,1.0,0.0
4865,10/05/2020,VALLES ORIENTAL,5,1.0,0.0,2.0,0.0,1.0,0.0
4866,10/05/2020,VALLES ORIENTAL,4,0.0,1.0,2.0,0.0,1.0,0.0
4850,10/05/2020,MARESME,5,1.0,0.0,1.0,1.0,0.0,0.0
4859,10/05/2020,TARRAGONES,1,0.0,1.0,,,,
4849,10/05/2020,GIRONES,1,0.0,1.0,1.0,1.0,0.0,0.0
4851,10/05/2020,MARESME,5,1.0,0.0,1.0,0.0,1.0,0.0
4847,10/05/2020,GARRAF,2,1.0,0.0,1.0,0.0,1.0,0.0
4848,10/05/2020,GIRONES,1,1.0,0.0,1.0,1.0,0.0,0.0
4831,10/05/2020,ALT CAMP,1,1.0,0.0,,,,
4832,10/05/2020,ALT EMPORDA,1,1.0,0.0,,,,
4834,10/05/2020,BAGES,2,1.0,0.0,1.0,1.0,0.0,0.0
4835,10/05/2020,BAGES,2,1.0,0.0,1.0,0.0,1.0,0.0
4836,10/05/2020,BAIX EMPORDA,4,1.0,0.0,,,,
4837,10/05/2020,BAIX EMPORDA,1,0.0,1.0,,,,
4838,10/05/2020,BAIX LLOBREGAT,2,1.0,0.0,2.0,1.0,0.0,0.0
4833,10/05/2020,ALT EMPORDA,1,0.0,1.0,,,,
4840,10/05/2020,BAIX LLOBREGAT,6,0.0,1.0,2.0,1.0,0.0,0.0
4841,10/05/2020,BAIX LLOBREGAT,6,0.0,1.0,3.0,0.0,1.0,0.0
4842,10/05/2020,BARCELONES,36,1.0,0.0,11.0,1.0,0.0,0.0
4843,10/05/2020,BARCELONES,36,1.0,0.0,5.0,0.0,1.0,0.0
4844,10/05/2020,BARCELONES,26,0.0,1.0,11.0,1.0,0.0,0.0
4845,10/05/2020,BARCELONES,26,0.0,1.0,5.0,0.0,1.0,0.0
4839,10/05/2020,BAIX LLOBREGAT,2,1.0,0.0,3.0,0.0,1.0,0.0
4846,10/05/2020,BERGUEDA,1,1.0,0.0,1.0,0.0,1.0,0.0
4906,11/05/2020,SEGARRA,1,1.0,0.0,,,,
4905,11/05/2020,RIBERA D'EBRE,1,1.0,0.0,,,,
4904,11/05/2020,PLA DE L'ESTANY,1,0.0,1.0,,,,
4903,11/05/2020,PLA DE L'ESTANY,3,1.0,0.0,,,,
4902,11/05/2020,PLA D'URGELL,1,0.0,1.0,,,,
4899,11/05/2020,OSONA,2,1.0,0.0,,,,
4900,11/05/2020,OSONA,7,0.0,1.0,,,,
4898,11/05/2020,MARESME,7,0.0,1.0,3.0,0.0,1.0,0.0
4897,11/05/2020,MARESME,7,0.0,1.0,1.0,1.0,0.0,0.0
4907,11/05/2020,SEGARRA,1,0.0,1.0,,,,
4901,11/05/2020,PLA D'URGELL,1,1.0,0.0,,,,
4908,11/05/2020,SEGRIA,2,1.0,0.0,,,,
4917,11/05/2020,VALLES OCCIDENTAL,14,0.0,1.0,1.0,0.0,1.0,0.0
4910,11/05/2020,SELVA,5,1.0,0.0,2.0,1.0,0.0,0.0
4911,11/05/2020,SELVA,2,0.0,1.0,2.0,1.0,0.0,0.0
4912,11/05/2020,TARRAGONES,2,1.0,0.0,1.0,1.0,0.0,0.0
4913,11/05/2020,URGELL,1,1.0,0.0,,,,
4914,11/05/2020,VALLES OCCIDENTAL,7,1.0,0.0,3.0,1.0,0.0,0.0
4915,11/05/2020,VALLES OCCIDENTAL,7,1.0,0.0,1.0,0.0,1.0,0.0
4916,11/05/2020,VALLES OCCIDENTAL,14,0.0,1.0,3.0,1.0,0.0,0.0
4918,11/05/2020,VALLES ORIENTAL,5,1.0,0.0,1.0,1.0,0.0,0.0
4919,11/05/2020,VALLES ORIENTAL,5,1.0,0.0,1.0,0.0,1.0,0.0
4920,11/05/2020,VALLES ORIENTAL,9,0.0,1.0,1.0,1.0,0.0,0.0
4921,11/05/2020,VALLES ORIENTAL,9,0.0,1.0,1.0,0.0,1.0,0.0
4896,11/05/2020,MARESME,21,1.0,0.0,3.0,0.0,1.0,0.0
4909,11/05/2020,SEGRIA,1,0.0,1.0,,,,
4895,11/05/2020,MARESME,21,1.0,0.0,1.0,1.0,0.0,0.0
4886,11/05/2020,BARCELONES,71,1.0,0.0,7.0,0.0,1.0,0.0
4893,11/05/2020,GIRONES,8,1.0,0.0,1.0,1.0,0.0,0.0
4867,11/05/2020,ALT EMPORDA,5,1.0,0.0,,,,
4869,11/05/2020,ALT PENEDES,1,1.0,0.0,,,,
4870,11/05/2020,ALT PENEDES,3,0.0,1.0,,,,
4871,11/05/2020,ANOIA,4,1.0,0.0,1.0,1.0,0.0,0.0
4872,11/05/2020,BAGES,5,1.0,0.0,5.0,1.0,0.0,0.0
4873,11/05/2020,BAGES,2,0.0,1.0,5.0,1.0,0.0,0.0
4874,11/05/2020,BAIX CAMP,1,1.0,0.0,1.0,1.0,0.0,0.0
4875,11/05/2020,BAIX CAMP,1,1.0,0.0,1.0,0.0,1.0,0.0
4876,11/05/2020,BAIX CAMP,2,0.0,1.0,1.0,1.0,0.0,0.0
4877,11/05/2020,BAIX CAMP,2,0.0,1.0,1.0,0.0,1.0,0.0
4878,11/05/2020,BAIX EMPORDA,6,1.0,0.0,,,,
4879,11/05/2020,BAIX EMPORDA,7,0.0,1.0,,,,
4868,11/05/2020,ALT EMPORDA,5,0.0,1.0,,,,
4881,11/05/2020,BAIX LLOBREGAT,26,1.0,0.0,3.0,0.0,1.0,0.0
4892,11/05/2020,GARROTXA,1,1.0,0.0,1.0,0.0,1.0,0.0
4891,11/05/2020,GARRIGUES,1,0.0,1.0,,,,
4890,11/05/2020,GARRAF,2,1.0,0.0,1.0,0.0,1.0,0.0
4880,11/05/2020,BAIX LLOBREGAT,26,1.0,0.0,1.0,1.0,0.0,0.0
4888,11/05/2020,BARCELONES,40,0.0,1.0,7.0,0.0,1.0,0.0
4889,11/05/2020,BERGUEDA,1,0.0,1.0,1.0,0.0,1.0,0.0
4894,11/05/2020,GIRONES,9,0.0,1.0,1.0,1.0,0.0,0.0
4885,11/05/2020,BARCELONES,71,1.0,0.0,16.0,1.0,0.0,0.0
4884,11/05/2020,BAIX PENEDES,1,1.0,0.0,,,,
4883,11/05/2020,BAIX LLOBREGAT,20,0.0,1.0,3.0,0.0,1.0,0.0
4882,11/05/2020,BAIX LLOBREGAT,20,0.0,1.0,1.0,1.0,0.0,0.0
4887,11/05/2020,BARCELONES,40,0.0,1.0,16.0,1.0,0.0,0.0
4957,12/05/2020,PLA DE L'ESTANY,1,0.0,1.0,,,,
4956,12/05/2020,PLA DE L'ESTANY,2,1.0,0.0,,,,
4955,12/05/2020,OSONA,2,0.0,1.0,1.0,0.0,1.0,0.0
4954,12/05/2020,OSONA,5,1.0,0.0,1.0,0.0,1.0,0.0
4949,12/05/2020,GIRONES,2,0.0,1.0,1.0,1.0,0.0,0.0
4952,12/05/2020,NOGUERA,2,1.0,0.0,1.0,0.0,1.0,0.0
4951,12/05/2020,MARESME,8,0.0,1.0,1.0,1.0,0.0,0.0
4950,12/05/2020,MARESME,15,1.0,0.0,1.0,1.0,0.0,0.0
4958,12/05/2020,SEGARRA,3,1.0,0.0,,,,
4953,12/05/2020,NOGUERA,1,0.0,1.0,1.0,0.0,1.0,0.0
4959,12/05/2020,SEGARRA,1,0.0,1.0,,,,
4965,12/05/2020,VALLES OCCIDENTAL,15,1.0,0.0,2.0,1.0,0.0,0.0
4961,12/05/2020,SEGRIA,3,0.0,1.0,,,,
4962,12/05/2020,SELVA,4,1.0,0.0,,,,
4963,12/05/2020,SELVA,1,0.0,1.0,,,,
4964,12/05/2020,TARRAGONES,2,1.0,0.0,,,,
4966,12/05/2020,VALLES OCCIDENTAL,15,1.0,0.0,4.0,0.0,1.0,0.0
4967,12/05/2020,VALLES OCCIDENTAL,5,0.0,1.0,2.0,1.0,0.0,0.0
4968,12/05/2020,VALLES OCCIDENTAL,5,0.0,1.0,4.0,0.0,1.0,0.0
4969,12/05/2020,VALLES ORIENTAL,14,1.0,0.0,2.0,0.0,1.0,0.0
4970,12/05/2020,VALLES ORIENTAL,3,0.0,1.0,2.0,0.0,1.0,0.0
4948,12/05/2020,GIRONES,7,1.0,0.0,1.0,1.0,0.0,0.0
4960,12/05/2020,SEGRIA,6,1.0,0.0,,,,
4947,12/05/2020,GARROTXA,4,0.0,1.0,,,,
4946,12/05/2020,GARROTXA,5,1.0,0.0,,,,
4945,12/05/2020,GARRAF,3,1.0,0.0,,,,
4922,12/05/2020,ALT CAMP,1,1.0,0.0,,,,
4923,12/05/2020,ALT EMPORDA,3,1.0,0.0,2.0,0.0,1.0,0.0
4924,12/05/2020,ALT EMPORDA,1,0.0,1.0,2.0,0.0,1.0,0.0
4925,12/05/2020,ALT PENEDES,1,1.0,0.0,,,,
4926,12/05/2020,ALT PENEDES,4,0.0,1.0,,,,
4928,12/05/2020,ANOIA,3,0.0,1.0,,,,
4929,12/05/2020,BAGES,7,1.0,0.0,1.0,1.0,0.0,0.0
4930,12/05/2020,BAGES,7,1.0,0.0,1.0,0.0,1.0,0.0
4931,12/05/2020,BAGES,2,0.0,1.0,1.0,1.0,0.0,0.0
4932,12/05/2020,BAGES,2,0.0,1.0,1.0,0.0,1.0,0.0
4933,12/05/2020,BAIX CAMP,3,1.0,0.0,1.0,1.0,0.0,0.0
4927,12/05/2020,ALTA RIBAGORÇA,1,0.0,1.0,,,,
4935,12/05/2020,BAIX EBRE,1,0.0,1.0,,,,
4936,12/05/2020,BAIX EMPORDA,15,1.0,0.0,1.0,0.0,1.0,0.0
4937,12/05/2020,BAIX EMPORDA,3,0.0,1.0,1.0,0.0,1.0,0.0
4938,12/05/2020,BAIX LLOBREGAT,41,1.0,0.0,5.0,1.0,0.0,0.0
4939,12/05/2020,BAIX LLOBREGAT,22,0.0,1.0,5.0,1.0,0.0,0.0
4940,12/05/2020,BAIX PENEDES,1,1.0,0.0,,,,
4941,12/05/2020,BARCELONES,78,1.0,0.0,8.0,1.0,0.0,0.0
4942,12/05/2020,BARCELONES,78,1.0,0.0,7.0,0.0,1.0,0.0
4943,12/05/2020,BARCELONES,44,0.0,1.0,8.0,1.0,0.0,0.0
4944,12/05/2020,BARCELONES,44,0.0,1.0,7.0,0.0,1.0,0.0
4934,12/05/2020,BAIX CAMP,1,0.0,1.0,1.0,1.0,0.0,0.0
5012,13/05/2020,SEGRIA,2,1.0,0.0,,,,
5011,13/05/2020,SEGARRA,2,0.0,1.0,,,,
5010,13/05/2020,PLA DE L'ESTANY,1,0.0,1.0,,,,
5009,13/05/2020,PLA DE L'ESTANY,1,1.0,0.0,,,,
5008,13/05/2020,PLA D'URGELL,1,0.0,1.0,,,,
5002,13/05/2020,MARESME,10,1.0,0.0,1.0,0.0,1.0,0.0
5006,13/05/2020,OSONA,7,1.0,0.0,1.0,1.0,0.0,0.0
5005,13/05/2020,MOIANÈS,1,1.0,0.0,,,,
5004,13/05/2020,MARESME,4,0.0,1.0,1.0,0.0,1.0,0.0
5003,13/05/2020,MARESME,4,0.0,1.0,1.0,1.0,0.0,0.0
5013,13/05/2020,SEGRIA,4,0.0,1.0,,,,
5007,13/05/2020,OSONA,1,0.0,1.0,1.0,1.0,0.0,0.0
5014,13/05/2020,SELVA,1,1.0,0.0,,,,
5026,13/05/2020,VALLES ORIENTAL,10,1.0,0.0,2.0,0.0,1.0,0.0
5016,13/05/2020,SOLSONES,1,0.0,1.0,,,,
5017,13/05/2020,TARRAGONES,5,1.0,0.0,,,,
5018,13/05/2020,TARRAGONES,1,0.0,1.0,,,,
5019,13/05/2020,URGELL,1,1.0,0.0,,,,
5020,13/05/2020,VALL D'ARAN,1,1.0,0.0,,,,
5021,13/05/2020,VALL D'ARAN,1,0.0,1.0,,,,
5022,13/05/2020,VALLES OCCIDENTAL,23,1.0,0.0,2.0,1.0,0.0,0.0
5023,13/05/2020,VALLES OCCIDENTAL,23,1.0,0.0,2.0,0.0,1.0,0.0
5024,13/05/2020,VALLES OCCIDENTAL,7,0.0,1.0,2.0,1.0,0.0,0.0
5025,13/05/2020,VALLES OCCIDENTAL,7,0.0,1.0,2.0,0.0,1.0,0.0
5000,13/05/2020,GIRONES,6,0.0,1.0,2.0,1.0,0.0,0.0
5027,13/05/2020,VALLES ORIENTAL,3,0.0,1.0,2.0,0.0,1.0,0.0
5015,13/05/2020,SELVA,1,0.0,1.0,,,,
4999,13/05/2020,GIRONES,12,1.0,0.0,2.0,1.0,0.0,0.0
5001,13/05/2020,MARESME,10,1.0,0.0,1.0,1.0,0.0,0.0
4997,13/05/2020,GARROTXA,1,1.0,0.0,1.0,0.0,1.0,0.0
4971,13/05/2020,ALT CAMP,4,1.0,0.0,,,,
4973,13/05/2020,ALT EMPORDA,3,1.0,0.0,,,,
4974,13/05/2020,ALT EMPORDA,3,0.0,1.0,,,,
4975,13/05/2020,ALT PENEDES,1,1.0,0.0,1.0,1.0,0.0,0.0
4976,13/05/2020,ANOIA,2,1.0,0.0,,,,
4977,13/05/2020,ANOIA,3,0.0,1.0,,,,
4978,13/05/2020,BAGES,8,1.0,0.0,1.0,1.0,0.0,0.0
4979,13/05/2020,BAGES,8,1.0,0.0,1.0,0.0,1.0,0.0
4980,13/05/2020,BAGES,3,0.0,1.0,1.0,1.0,0.0,0.0
4981,13/05/2020,BAGES,3,0.0,1.0,1.0,0.0,1.0,0.0
4982,13/05/2020,BAIX CAMP,1,1.0,0.0,,,,
4983,13/05/2020,BAIX CAMP,1,0.0,1.0,,,,
4984,13/05/2020,BAIX EBRE,1,1.0,0.0,,,,
4972,13/05/2020,ALT CAMP,3,0.0,1.0,,,,
4986,13/05/2020,BAIX EMPORDA,5,0.0,1.0,1.0,0.0,1.0,0.0
4985,13/05/2020,BAIX EMPORDA,6,1.0,0.0,1.0,0.0,1.0,0.0
4996,13/05/2020,GARRAF,2,0.0,1.0,,,,
4995,13/05/2020,GARRAF,2,1.0,0.0,,,,
4994,13/05/2020,BERGUEDA,1,0.0,1.0,,,,
4993,13/05/2020,BARCELONES,41,0.0,1.0,3.0,0.0,1.0,0.0
4998,13/05/2020,GARROTXA,1,0.0,1.0,1.0,0.0,1.0,0.0
4991,13/05/2020,BARCELONES,79,1.0,0.0,3.0,0.0,1.0,0.0
4990,13/05/2020,BARCELONES,79,1.0,0.0,9.0,1.0,0.0,0.0
4989,13/05/2020,BAIX PENEDES,4,1.0,0.0,,,,
4988,13/05/2020,BAIX LLOBREGAT,21,0.0,1.0,4.0,1.0,0.0,0.0
4987,13/05/2020,BAIX LLOBREGAT,42,1.0,0.0,4.0,1.0,0.0,0.0
4992,13/05/2020,BARCELONES,41,0.0,1.0,9.0,1.0,0.0,0.0
5064,14/05/2020,RIPOLLES,2,1.0,0.0,,,,
5063,14/05/2020,PRIORAT,1,1.0,0.0,,,,
5062,14/05/2020,PLA DE L'ESTANY,3,0.0,1.0,,,,
5061,14/05/2020,PLA DE L'ESTANY,10,1.0,0.0,,,,
5059,14/05/2020,PALLARS SOBIRA,1,0.0,1.0,,,,
5058,14/05/2020,OSONA,8,0.0,1.0,,,,
5057,14/05/2020,OSONA,11,1.0,0.0,,,,
5056,14/05/2020,MARESME,8,0.0,1.0,,,,
5055,14/05/2020,MARESME,11,1.0,0.0,,,,
5060,14/05/2020,PLA D'URGELL,3,1.0,0.0,1.0,1.0,0.0,0.0
5065,14/05/2020,RIPOLLES,3,0.0,1.0,,,,
5068,14/05/2020,SEGRIA,2,1.0,0.0,1.0,1.0,0.0,0.0
5067,14/05/2020,SEGARRA,6,0.0,1.0,,,,
5069,14/05/2020,SEGRIA,2,0.0,1.0,1.0,1.0,0.0,0.0
5070,14/05/2020,SELVA,3,1.0,0.0,,,,
5071,14/05/2020,SELVA,2,0.0,1.0,,,,
5073,14/05/2020,URGELL,1,1.0,0.0,,,,
5074,14/05/2020,VALL D'ARAN,1,1.0,0.0,,,,
5075,14/05/2020,VALLES OCCIDENTAL,11,1.0,0.0,3.0,1.0,0.0,0.0
5076,14/05/2020,VALLES OCCIDENTAL,6,0.0,1.0,3.0,1.0,0.0,0.0
5077,14/05/2020,VALLES ORIENTAL,7,1.0,0.0,1.0,1.0,0.0,0.0
5078,14/05/2020,VALLES ORIENTAL,5,0.0,1.0,1.0,1.0,0.0,0.0
5054,14/05/2020,GIRONES,3,0.0,1.0,1.0,1.0,0.0,0.0
5066,14/05/2020,SEGARRA,9,1.0,0.0,,,,
5072,14/05/2020,TARRAGONES,1,1.0,0.0,1.0,0.0,1.0,0.0
5053,14/05/2020,GIRONES,7,1.0,0.0,1.0,1.0,0.0,0.0
5051,14/05/2020,GARROTXA,5,1.0,0.0,,,,
5052,14/05/2020,GARROTXA,1,0.0,1.0,,,,
5028,14/05/2020,ALT CAMP,1,1.0,0.0,,,,
5029,14/05/2020,ALT CAMP,1,0.0,1.0,,,,
5030,14/05/2020,ALT EMPORDA,2,1.0,0.0,,,,
5031,14/05/2020,ALT EMPORDA,1,0.0,1.0,,,,
5032,14/05/2020,ALT PENEDES,3,1.0,0.0,,,,
5034,14/05/2020,ANOIA,5,1.0,0.0,1.0,0.0,1.0,0.0
5035,14/05/2020,ANOIA,2,0.0,1.0,1.0,0.0,1.0,0.0
5036,14/05/2020,BAGES,11,1.0,0.0,,,,
5037,14/05/2020,BAGES,7,0.0,1.0,,,,
5038,14/05/2020,BAIX CAMP,1,1.0,0.0,,,,
5033,14/05/2020,ALT PENEDES,2,0.0,1.0,,,,
5040,14/05/2020,BAIX EMPORDA,5,0.0,1.0,,,,
5050,14/05/2020,CERDANYA,1,1.0,0.0,,,,
5039,14/05/2020,BAIX EMPORDA,7,1.0,0.0,,,,
5049,14/05/2020,BERGUEDA,1,1.0,0.0,1.0,1.0,0.0,0.0
5048,14/05/2020,BARCELONES,40,0.0,1.0,4.0,0.0,1.0,0.0
5046,14/05/2020,BARCELONES,71,1.0,0.0,4.0,0.0,1.0,0.0
5047,14/05/2020,BARCELONES,40,0.0,1.0,8.0,1.0,0.0,0.0
5044,14/05/2020,BAIX LLOBREGAT,11,0.0,1.0,2.0,0.0,1.0,0.0
5043,14/05/2020,BAIX LLOBREGAT,11,0.0,1.0,2.0,1.0,0.0,0.0
5042,14/05/2020,BAIX LLOBREGAT,47,1.0,0.0,2.0,0.0,1.0,0.0
5041,14/05/2020,BAIX LLOBREGAT,47,1.0,0.0,2.0,1.0,0.0,0.0
5045,14/05/2020,BARCELONES,71,1.0,0.0,8.0,1.0,0.0,0.0
5122,15/05/2020,SEGRIA,5,1.0,0.0,,,,
5118,15/05/2020,RIPOLLES,1,1.0,0.0,,,,
5120,15/05/2020,SEGARRA,2,1.0,0.0,,,,
5119,15/05/2020,RIPOLLES,1,0.0,1.0,,,,
5117,15/05/2020,PLA DE L'ESTANY,1,0.0,1.0,,,,
5112,15/05/2020,OSONA,7,0.0,1.0,2.0,0.0,1.0,0.0
5115,15/05/2020,PLA D'URGELL,1,0.0,1.0,,,,
5114,15/05/2020,PLA D'URGELL,2,1.0,0.0,,,,
5113,15/05/2020,PALLARS JUSSA,1,1.0,0.0,,,,
5111,15/05/2020,OSONA,7,0.0,1.0,1.0,1.0,0.0,0.0
5123,15/05/2020,SEGRIA,12,0.0,1.0,,,,
5116,15/05/2020,PLA DE L'ESTANY,2,1.0,0.0,,,,
5124,15/05/2020,SELVA,4,1.0,0.0,,,,
5137,15/05/2020,VALLES ORIENTAL,4,0.0,1.0,1.0,1.0,0.0,0.0
5126,15/05/2020,SOLSONES,1,1.0,0.0,,,,
5127,15/05/2020,SOLSONES,1,0.0,1.0,,,,
5128,15/05/2020,TARRAGONES,5,1.0,0.0,1.0,0.0,1.0,0.0
5129,15/05/2020,TARRAGONES,4,0.0,1.0,1.0,0.0,1.0,0.0
5130,15/05/2020,URGELL,1,1.0,0.0,,,,
5131,15/05/2020,VALLES OCCIDENTAL,16,1.0,0.0,2.0,1.0,0.0,0.0
5132,15/05/2020,VALLES OCCIDENTAL,16,1.0,0.0,1.0,0.0,1.0,0.0
5133,15/05/2020,VALLES OCCIDENTAL,12,0.0,1.0,2.0,1.0,0.0,0.0
5134,15/05/2020,VALLES OCCIDENTAL,12,0.0,1.0,1.0,0.0,1.0,0.0
5135,15/05/2020,VALLES ORIENTAL,16,1.0,0.0,1.0,1.0,0.0,0.0
5136,15/05/2020,VALLES ORIENTAL,16,1.0,0.0,1.0,0.0,1.0,0.0
5138,15/05/2020,VALLES ORIENTAL,4,0.0,1.0,1.0,0.0,1.0,0.0
5110,15/05/2020,OSONA,3,1.0,0.0,2.0,0.0,1.0,0.0
5125,15/05/2020,SELVA,1,0.0,1.0,,,,
5109,15/05/2020,OSONA,3,1.0,0.0,1.0,1.0,0.0,0.0
5121,15/05/2020,SEGARRA,1,0.0,1.0,,,,
5107,15/05/2020,MONTSIA,1,1.0,0.0,,,,
5079,15/05/2020,ALT CAMP,2,0.0,1.0,,,,
5080,15/05/2020,ALT EMPORDA,2,1.0,0.0,1.0,0.0,1.0,0.0
5081,15/05/2020,ALT EMPORDA,1,0.0,1.0,1.0,0.0,1.0,0.0
5082,15/05/2020,ALT PENEDES,2,1.0,0.0,,,,
5084,15/05/2020,ALTA RIBAGORÇA,1,0.0,1.0,,,,
5085,15/05/2020,ANOIA,7,1.0,0.0,,,,
5086,15/05/2020,ANOIA,2,0.0,1.0,,,,
5087,15/05/2020,BAGES,1,0.0,1.0,,,,
5088,15/05/2020,BAIX CAMP,2,0.0,1.0,1.0,1.0,0.0,0.0
5089,15/05/2020,BAIX EMPORDA,4,1.0,0.0,,,,
5090,15/05/2020,BAIX EMPORDA,2,0.0,1.0,,,,
5091,15/05/2020,BAIX LLOBREGAT,16,1.0,0.0,3.0,1.0,0.0,0.0
5092,15/05/2020,BAIX LLOBREGAT,10,0.0,1.0,3.0,1.0,0.0,0.0
5093,15/05/2020,BAIX PENEDES,3,1.0,0.0,,,,
5083,15/05/2020,ALT PENEDES,1,0.0,1.0,,,,
5095,15/05/2020,BARCELONES,68,1.0,0.0,11.0,0.0,1.0,0.0
5094,15/05/2020,BARCELONES,68,1.0,0.0,10.0,1.0,0.0,0.0
5106,15/05/2020,MARESME,7,0.0,1.0,1.0,1.0,0.0,0.0
5105,15/05/2020,MARESME,11,1.0,0.0,1.0,1.0,0.0,0.0
5103,15/05/2020,GIRONES,15,1.0,0.0,1.0,0.0,1.0,0.0
5102,15/05/2020,GARROTXA,1,0.0,1.0,,,,
5101,15/05/2020,GARROTXA,2,1.0,0.0,,,,
5104,15/05/2020,GIRONES,6,0.0,1.0,1.0,0.0,1.0,0.0
5099,15/05/2020,GARRAF,6,1.0,0.0,1.0,1.0,0.0,0.0
5098,15/05/2020,BERGUEDA,1,0.0,1.0,,,,
5097,15/05/2020,BARCELONES,22,0.0,1.0,11.0,0.0,1.0,0.0
5096,15/05/2020,BARCELONES,22,0.0,1.0,10.0,1.0,0.0,0.0
5108,15/05/2020,NOGUERA,3,1.0,0.0,,,,
5100,15/05/2020,GARRAF,3,0.0,1.0,1.0,1.0,0.0,0.0
5163,16/05/2020,NOGUERA,1,1.0,0.0,,,,
5170,16/05/2020,SELVA,2,1.0,0.0,1.0,1.0,0.0,0.0
5164,16/05/2020,NOGUERA,1,0.0,1.0,,,,
5165,16/05/2020,OSONA,1,0.0,1.0,,,,
5166,16/05/2020,PLA D'URGELL,1,1.0,0.0,,,,
5167,16/05/2020,PLA DE L'ESTANY,1,0.0,1.0,,,,
5168,16/05/2020,SEGRIA,3,1.0,0.0,,,,
5169,16/05/2020,SEGRIA,2,0.0,1.0,,,,
5171,16/05/2020,SELVA,1,0.0,1.0,1.0,1.0,0.0,0.0
5179,16/05/2020,VALLES ORIENTAL,4,1.0,0.0,1.0,1.0,0.0,0.0
5174,16/05/2020,VALL D'ARAN,1,1.0,0.0,,,,
5175,16/05/2020,VALLES OCCIDENTAL,11,1.0,0.0,3.0,1.0,0.0,0.0
5176,16/05/2020,VALLES OCCIDENTAL,11,1.0,0.0,2.0,0.0,1.0,0.0
5177,16/05/2020,VALLES OCCIDENTAL,4,0.0,1.0,3.0,1.0,0.0,0.0
5178,16/05/2020,VALLES OCCIDENTAL,4,0.0,1.0,2.0,0.0,1.0,0.0
5180,16/05/2020,VALLES ORIENTAL,4,1.0,0.0,1.0,0.0,1.0,0.0
5181,16/05/2020,VALLES ORIENTAL,3,0.0,1.0,1.0,1.0,0.0,0.0
5182,16/05/2020,VALLES ORIENTAL,3,0.0,1.0,1.0,0.0,1.0,0.0
5162,16/05/2020,MONTSIA,1,0.0,1.0,,,,
5172,16/05/2020,TARRAGONES,3,1.0,0.0,1.0,1.0,0.0,0.0
5161,16/05/2020,MARESME,3,0.0,1.0,2.0,0.0,1.0,0.0
5173,16/05/2020,TARRAGONES,4,0.0,1.0,1.0,1.0,0.0,0.0
5159,16/05/2020,MARESME,11,1.0,0.0,2.0,0.0,1.0,0.0
5139,16/05/2020,ALT EMPORDA,2,1.0,0.0,1.0,1.0,0.0,0.0
5140,16/05/2020,ALT EMPORDA,1,0.0,1.0,1.0,1.0,0.0,0.0
5141,16/05/2020,ALT PENEDES,3,1.0,0.0,,,,
5143,16/05/2020,ANOIA,1,1.0,0.0,,,,
5144,16/05/2020,ANOIA,1,0.0,1.0,,,,
5145,16/05/2020,BAGES,1,1.0,0.0,1.0,0.0,1.0,0.0
5146,16/05/2020,BAIX CAMP,1,0.0,1.0,,,,
5147,16/05/2020,BAIX EMPORDA,3,1.0,0.0,1.0,1.0,0.0,0.0
5148,16/05/2020,BAIX LLOBREGAT,16,1.0,0.0,1.0,0.0,1.0,0.0
5142,16/05/2020,ALT PENEDES,3,0.0,1.0,,,,
5150,16/05/2020,BARCELONES,53,1.0,0.0,5.0,1.0,0.0,0.0
5149,16/05/2020,BAIX LLOBREGAT,5,0.0,1.0,1.0,0.0,1.0,0.0
5158,16/05/2020,MARESME,11,1.0,0.0,2.0,1.0,0.0,0.0
5157,16/05/2020,GIRONES,3,0.0,1.0,1.0,1.0,0.0,0.0
5156,16/05/2020,GIRONES,13,1.0,0.0,1.0,1.0,0.0,0.0
5155,16/05/2020,GARROTXA,2,1.0,0.0,,,,
5160,16/05/2020,MARESME,3,0.0,1.0,2.0,1.0,0.0,0.0
5153,16/05/2020,BARCELONES,12,0.0,1.0,2.0,0.0,1.0,0.0
5152,16/05/2020,BARCELONES,12,0.0,1.0,5.0,1.0,0.0,0.0
5151,16/05/2020,BARCELONES,53,1.0,0.0,2.0,0.0,1.0,0.0
5154,16/05/2020,GARRAF,4,1.0,0.0,,,,
5200,17/05/2020,SEGARRA,1,0.0,1.0,1.0,0.0,1.0,0.0
