,fecha,Comarca,Número de casos total,Casos positivos de mujeres,Casos positivos de hombres,Número de defunciones total,Defunciones de mujeres,Defunciones de hombres,Defunciones no clasificadas
14722,27/10/2020,PLA DE L'ESTANY,22,1.0,0.0,1.0,0.0,1.0,0.0
14721,27/10/2020,PLA D'URGELL,11,0.0,1.0,,,,
14720,27/10/2020,PLA D'URGELL,6,1.0,0.0,,,,
14719,27/10/2020,PALLARS SOBIRA,1,0.0,1.0,,,,
14725,27/10/2020,RIBERA D'EBRE,8,1.0,0.0,,,,
14713,27/10/2020,NOGUERA,12,1.0,0.0,1.0,0.0,1.0,0.0
14716,27/10/2020,OSONA,110,0.0,1.0,1.0,1.0,0.0,0.0
14715,27/10/2020,OSONA,120,1.0,0.0,1.0,1.0,0.0,0.0
14714,27/10/2020,NOGUERA,14,0.0,1.0,1.0,0.0,1.0,0.0
14712,27/10/2020,MONTSIA,11,0.0,1.0,1.0,1.0,0.0,0.0
14711,27/10/2020,MONTSIA,28,1.0,0.0,1.0,1.0,0.0,0.0
14710,27/10/2020,MOIANÈS,5,0.0,1.0,,,,
14709,27/10/2020,MOIANÈS,5,1.0,0.0,,,,
14727,27/10/2020,RIPOLLES,6,1.0,0.0,,,,
14708,27/10/2020,MARESME,169,0.0,1.0,1.0,0.0,1.0,0.0
14717,27/10/2020,PALLARS JUSSA,1,0.0,1.0,,,,
14728,27/10/2020,RIPOLLES,4,0.0,1.0,,,,
14740,27/10/2020,TERRA ALTA,1,0.0,1.0,,,,
14730,27/10/2020,SEGARRA,7,0.0,1.0,,,,
14707,27/10/2020,MARESME,209,1.0,0.0,1.0,0.0,1.0,0.0
14750,27/10/2020,VALLES ORIENTAL,140,0.0,1.0,1.0,0.0,1.0,0.0
14749,27/10/2020,VALLES ORIENTAL,207,1.0,0.0,1.0,0.0,1.0,0.0
14747,27/10/2020,VALLES OCCIDENTAL,323,0.0,1.0,3.0,1.0,0.0,0.0
14746,27/10/2020,VALLES OCCIDENTAL,336,1.0,0.0,2.0,0.0,1.0,0.0
14745,27/10/2020,VALLES OCCIDENTAL,336,1.0,0.0,3.0,1.0,0.0,0.0
14744,27/10/2020,VALL D'ARAN,1,0.0,1.0,,,,
14743,27/10/2020,VALL D'ARAN,2,1.0,0.0,,,,
14742,27/10/2020,URGELL,11,0.0,1.0,,,,
14741,27/10/2020,URGELL,14,1.0,0.0,,,,
14739,27/10/2020,TERRA ALTA,5,1.0,0.0,,,,
14738,27/10/2020,TARRAGONES,98,0.0,1.0,3.0,0.0,1.0,0.0
14737,27/10/2020,TARRAGONES,115,1.0,0.0,3.0,0.0,1.0,0.0
14736,27/10/2020,SOLSONES,6,0.0,1.0,,,,
14735,27/10/2020,SOLSONES,3,1.0,0.0,,,,
14734,27/10/2020,SELVA,50,0.0,1.0,,,,
14733,27/10/2020,SELVA,53,1.0,0.0,,,,
14732,27/10/2020,SEGRIA,44,0.0,1.0,1.0,1.0,0.0,0.0
14731,27/10/2020,SEGRIA,42,1.0,0.0,1.0,1.0,0.0,0.0
14729,27/10/2020,SEGARRA,15,1.0,0.0,,,,
14706,27/10/2020,GIRONES,106,0.0,1.0,,,,
14748,27/10/2020,VALLES OCCIDENTAL,323,0.0,1.0,2.0,0.0,1.0,0.0
14704,27/10/2020,GARROTXA,35,0.0,1.0,1.0,0.0,1.0,0.0
14680,27/10/2020,BAIX EBRE,14,0.0,1.0,,,,
14679,27/10/2020,BAIX EBRE,19,1.0,0.0,,,,
14678,27/10/2020,BAIX CAMP,123,0.0,1.0,1.0,0.0,1.0,0.0
14677,27/10/2020,BAIX CAMP,123,0.0,1.0,1.0,1.0,0.0,0.0
14676,27/10/2020,BAIX CAMP,123,1.0,0.0,1.0,0.0,1.0,0.0
14675,27/10/2020,BAIX CAMP,123,1.0,0.0,1.0,1.0,0.0,0.0
14674,27/10/2020,BAGES,41,0.0,1.0,2.0,0.0,1.0,0.0
14673,27/10/2020,BAGES,57,1.0,0.0,2.0,0.0,1.0,0.0
14672,27/10/2020,ANOIA,30,0.0,1.0,1.0,1.0,0.0,0.0
14671,27/10/2020,ANOIA,35,1.0,0.0,1.0,1.0,0.0,0.0
14670,27/10/2020,ALT URGELL,2,0.0,1.0,,,,
14669,27/10/2020,ALT URGELL,2,1.0,0.0,,,,
14668,27/10/2020,ALT PENEDES,27,0.0,1.0,,,,
14667,27/10/2020,ALT PENEDES,27,1.0,0.0,,,,
14666,27/10/2020,ALT EMPORDA,62,0.0,1.0,1.0,0.0,1.0,0.0
14665,27/10/2020,ALT EMPORDA,62,0.0,1.0,3.0,1.0,0.0,0.0
14664,27/10/2020,ALT EMPORDA,58,1.0,0.0,1.0,0.0,1.0,0.0
14663,27/10/2020,ALT EMPORDA,58,1.0,0.0,3.0,1.0,0.0,0.0
14662,27/10/2020,ALT CAMP,10,0.0,1.0,,,,
14681,27/10/2020,BAIX EMPORDA,57,1.0,0.0,,,,
14682,27/10/2020,BAIX EMPORDA,67,0.0,1.0,,,,
14661,27/10/2020,ALT CAMP,13,1.0,0.0,,,,
14684,27/10/2020,BAIX LLOBREGAT,285,1.0,0.0,1.0,0.0,1.0,0.0
14683,27/10/2020,BAIX LLOBREGAT,285,1.0,0.0,2.0,1.0,0.0,0.0
14703,27/10/2020,GARROTXA,40,1.0,0.0,1.0,0.0,1.0,0.0
14702,27/10/2020,GARRIGUES,10,0.0,1.0,,,,
14701,27/10/2020,GARRIGUES,6,1.0,0.0,,,,
14700,27/10/2020,GARRAF,40,0.0,1.0,,,,
14699,27/10/2020,GARRAF,48,1.0,0.0,,,,
14698,27/10/2020,CONCA DE BARBERA,6,0.0,1.0,,,,
14697,27/10/2020,CONCA DE BARBERA,7,1.0,0.0,,,,
14696,27/10/2020,CERDANYA,12,0.0,1.0,1.0,0.0,1.0,0.0
14695,27/10/2020,CERDANYA,10,1.0,0.0,1.0,0.0,1.0,0.0
14705,27/10/2020,GIRONES,116,1.0,0.0,,,,
14693,27/10/2020,BERGUEDA,16,1.0,0.0,,,,
14685,27/10/2020,BAIX LLOBREGAT,238,0.0,1.0,2.0,1.0,0.0,0.0
14694,27/10/2020,BERGUEDA,23,0.0,1.0,,,,
14687,27/10/2020,BAIX PENEDES,42,1.0,0.0,,,,
14688,27/10/2020,BAIX PENEDES,32,0.0,1.0,,,,
14686,27/10/2020,BAIX LLOBREGAT,238,0.0,1.0,1.0,0.0,1.0,0.0
14690,27/10/2020,BARCELONES,1016,1.0,0.0,9.0,0.0,1.0,0.0
14691,27/10/2020,BARCELONES,840,0.0,1.0,7.0,1.0,0.0,0.0
14692,27/10/2020,BARCELONES,840,0.0,1.0,9.0,0.0,1.0,0.0
14689,27/10/2020,BARCELONES,1016,1.0,0.0,7.0,1.0,0.0,0.0
14815,28/10/2020,RIPOLLES,8,1.0,0.0,,,,
14809,28/10/2020,PLA DE L'ESTANY,23,1.0,0.0,1.0,1.0,0.0,0.0
14814,28/10/2020,RIBERA D'EBRE,5,0.0,1.0,,,,
14813,28/10/2020,RIBERA D'EBRE,6,1.0,0.0,,,,
14812,28/10/2020,PRIORAT,1,0.0,1.0,,,,
14811,28/10/2020,PRIORAT,1,1.0,0.0,,,,
14810,28/10/2020,PLA DE L'ESTANY,17,0.0,1.0,1.0,1.0,0.0,0.0
14808,28/10/2020,PLA D'URGELL,4,0.0,1.0,,,,
14804,28/10/2020,OSONA,97,0.0,1.0,,,,
14806,28/10/2020,PALLARS SOBIRA,2,0.0,1.0,,,,
14805,28/10/2020,PALLARS SOBIRA,2,1.0,0.0,,,,
14816,28/10/2020,RIPOLLES,4,0.0,1.0,,,,
14803,28/10/2020,OSONA,102,1.0,0.0,,,,
14802,28/10/2020,NOGUERA,15,0.0,1.0,,,,
14801,28/10/2020,NOGUERA,18,1.0,0.0,,,,
14800,28/10/2020,MONTSIA,29,0.0,1.0,,,,
14799,28/10/2020,MONTSIA,25,1.0,0.0,,,,
14798,28/10/2020,MOIANÈS,4,0.0,1.0,,,,
14797,28/10/2020,MOIANÈS,10,1.0,0.0,,,,
14807,28/10/2020,PLA D'URGELL,9,1.0,0.0,,,,
14817,28/10/2020,SEGARRA,8,1.0,0.0,,,,
14822,28/10/2020,SELVA,49,0.0,1.0,1.0,1.0,0.0,0.0
14819,28/10/2020,SEGRIA,70,1.0,0.0,,,,
14840,28/10/2020,VALLES ORIENTAL,123,0.0,1.0,1.0,0.0,1.0,0.0
14796,28/10/2020,MARESME,145,0.0,1.0,5.0,0.0,1.0,0.0
14839,28/10/2020,VALLES ORIENTAL,123,0.0,1.0,2.0,1.0,0.0,0.0
14838,28/10/2020,VALLES ORIENTAL,153,1.0,0.0,1.0,0.0,1.0,0.0
14837,28/10/2020,VALLES ORIENTAL,153,1.0,0.0,2.0,1.0,0.0,0.0
14836,28/10/2020,VALLES OCCIDENTAL,298,0.0,1.0,3.0,0.0,1.0,0.0
14835,28/10/2020,VALLES OCCIDENTAL,298,0.0,1.0,1.0,1.0,0.0,0.0
14834,28/10/2020,VALLES OCCIDENTAL,290,1.0,0.0,3.0,0.0,1.0,0.0
14833,28/10/2020,VALLES OCCIDENTAL,290,1.0,0.0,1.0,1.0,0.0,0.0
14818,28/10/2020,SEGARRA,16,0.0,1.0,,,,
14832,28/10/2020,VALL D'ARAN,1,0.0,1.0,,,,
14830,28/10/2020,URGELL,13,0.0,1.0,,,,
14829,28/10/2020,URGELL,13,1.0,0.0,,,,
14827,28/10/2020,TERRA ALTA,3,1.0,0.0,,,,
14826,28/10/2020,TARRAGONES,84,0.0,1.0,2.0,1.0,0.0,0.0
14825,28/10/2020,TARRAGONES,75,1.0,0.0,2.0,1.0,0.0,0.0
14824,28/10/2020,SOLSONES,3,0.0,1.0,,,,
14823,28/10/2020,SOLSONES,7,1.0,0.0,,,,
14821,28/10/2020,SELVA,51,1.0,0.0,1.0,1.0,0.0,0.0
14820,28/10/2020,SEGRIA,55,0.0,1.0,,,,
14831,28/10/2020,VALL D'ARAN,1,1.0,0.0,,,,
14828,28/10/2020,TERRA ALTA,2,0.0,1.0,,,,
14795,28/10/2020,MARESME,145,0.0,1.0,3.0,1.0,0.0,0.0
14793,28/10/2020,MARESME,168,1.0,0.0,3.0,1.0,0.0,0.0
14769,28/10/2020,BAIX LLOBREGAT,290,1.0,0.0,,,,
14768,28/10/2020,BAIX EMPORDA,52,0.0,1.0,1.0,0.0,1.0,0.0
14767,28/10/2020,BAIX EMPORDA,57,1.0,0.0,1.0,0.0,1.0,0.0
14766,28/10/2020,BAIX EBRE,20,0.0,1.0,,,,
14765,28/10/2020,BAIX EBRE,21,1.0,0.0,,,,
14764,28/10/2020,BAIX CAMP,111,0.0,1.0,1.0,0.0,1.0,0.0
14763,28/10/2020,BAIX CAMP,133,1.0,0.0,1.0,0.0,1.0,0.0
14762,28/10/2020,BAGES,58,0.0,1.0,,,,
14760,28/10/2020,ANOIA,32,0.0,1.0,,,,
14759,28/10/2020,ANOIA,24,1.0,0.0,,,,
14758,28/10/2020,ALT URGELL,4,0.0,1.0,,,,
14757,28/10/2020,ALT URGELL,7,1.0,0.0,,,,
14756,28/10/2020,ALT PENEDES,24,0.0,1.0,,,,
14755,28/10/2020,ALT PENEDES,24,1.0,0.0,,,,
14754,28/10/2020,ALT EMPORDA,42,0.0,1.0,1.0,1.0,0.0,0.0
14753,28/10/2020,ALT EMPORDA,64,1.0,0.0,1.0,1.0,0.0,0.0
14752,28/10/2020,ALT CAMP,15,0.0,1.0,1.0,0.0,1.0,0.0
14751,28/10/2020,ALT CAMP,13,1.0,0.0,1.0,0.0,1.0,0.0
14794,28/10/2020,MARESME,168,1.0,0.0,5.0,0.0,1.0,0.0
14770,28/10/2020,BAIX LLOBREGAT,230,0.0,1.0,,,,
14771,28/10/2020,BAIX PENEDES,18,1.0,0.0,1.0,1.0,0.0,0.0
14761,28/10/2020,BAGES,58,1.0,0.0,,,,
14773,28/10/2020,BAIX PENEDES,23,0.0,1.0,1.0,1.0,0.0,0.0
14792,28/10/2020,GIRONES,96,0.0,1.0,1.0,1.0,0.0,0.0
14772,28/10/2020,BAIX PENEDES,18,1.0,0.0,1.0,0.0,1.0,0.0
14791,28/10/2020,GIRONES,129,1.0,0.0,1.0,1.0,0.0,0.0
14790,28/10/2020,GARROTXA,21,0.0,1.0,1.0,0.0,1.0,0.0
14789,28/10/2020,GARROTXA,17,1.0,0.0,1.0,0.0,1.0,0.0
14788,28/10/2020,GARRIGUES,2,0.0,1.0,,,,
14787,28/10/2020,GARRIGUES,6,1.0,0.0,,,,
14785,28/10/2020,GARRAF,52,1.0,0.0,,,,
